01-May-2022 18:18:09.555606,BUY_BUY_SELL, BTC/USDT,SC/BTC,SC/USDT,-4.269
01-May-2022 18:18:13.393480,BUY_SELL_SELL, SC/USDT,SC/BTC,BTC/USDT,-0.15
01-May-2022 18:18:17.203951,BUY_BUY_SELL, BTC/USDT,NPXS/BTC,NPXS/USDT,-100.0
01-May-2022 18:18:21.271578,BUY_SELL_SELL, NPXS/USDT,NPXS/BTC,BTC/USDT,-100.0
01-May-2022 18:18:24.193488,BUY_BUY_SELL, BTC/USDT,KEY/BTC,KEY/USDT,-100.0
01-May-2022 18:18:28.012695,BUY_SELL_SELL, KEY/USDT,KEY/BTC,BTC/USDT,-100.0
01-May-2022 18:18:31.917088,BUY_BUY_SELL, BTC/USDT,MFT/BTC,MFT/USDT,-100.0
01-May-2022 18:18:34.822445,BUY_SELL_SELL, MFT/USDT,MFT/BTC,BTC/USDT,-100.0
01-May-2022 18:18:37.708443,BUY_BUY_SELL, BTC/USDT,DENT/BTC,DENT/USDT,-100.0
01-May-2022 18:18:41.578043,BUY_SELL_SELL, DENT/USDT,DENT/BTC,BTC/USDT,-100.0
01-May-2022 18:18:44.456608,BUY_BUY_SELL, BTC/USDT,ARDR/BTC,ARDR/USDT,-0.165
01-May-2022 18:18:47.328189,BUY_SELL_SELL, ARDR/USDT,ARDR/BTC,BTC/USDT,-0.263
01-May-2022 18:18:50.299810,BUY_BUY_SELL, BTC/USDT,HOT/BTC,HOT/USDT,-100.0
01-May-2022 18:18:53.222233,BUY_SELL_SELL, HOT/USDT,HOT/BTC,BTC/USDT,-100.0
01-May-2022 18:18:56.102991,BUY_BUY_SELL, BTC/USDT,VET/BTC,VET/USDT,-0.475
01-May-2022 18:18:58.974280,BUY_SELL_SELL, VET/USDT,VET/BTC,BTC/USDT,-0.289
01-May-2022 18:19:01.878782,BUY_BUY_SELL, BTC/USDT,DOCK/BTC,DOCK/USDT,-1.314
01-May-2022 18:19:04.804536,BUY_SELL_SELL, DOCK/USDT,DOCK/BTC,BTC/USDT,0.095
01-May-2022 18:19:07.701642,BUY_BUY_SELL, BTC/USDT,POLY/BTC,POLY/USDT,-0.317
01-May-2022 18:19:11.529739,BUY_SELL_SELL, POLY/USDT,POLY/BTC,BTC/USDT,0.023
01-May-2022 18:19:15.394502,BUY_BUY_SELL, BTC/USDT,HC/BTC,HC/USDT,-100.0
01-May-2022 18:19:19.219701,BUY_SELL_SELL, HC/USDT,HC/BTC,BTC/USDT,-100.0
01-May-2022 18:19:22.351782,BUY_BUY_SELL, BTC/USDT,PAX/BTC,PAX/USDT,-100.0
01-May-2022 18:19:25.258715,BUY_SELL_SELL, PAX/USDT,PAX/BTC,BTC/USDT,-100.0
01-May-2022 18:19:29.094400,BUY_BUY_SELL, BTC/USDT,RVN/BTC,RVN/USDT,-0.695
01-May-2022 18:19:32.915258,BUY_SELL_SELL, RVN/USDT,RVN/BTC,BTC/USDT,-0.221
01-May-2022 18:19:36.043479,BUY_BUY_SELL, BTC/USDT,DCR/BTC,DCR/USDT,-0.262
01-May-2022 18:19:38.937992,BUY_SELL_SELL, DCR/USDT,DCR/BTC,BTC/USDT,0.151
01-May-2022 18:19:41.841933,BUY_BUY_SELL, BTC/USDT,MITH/BTC,MITH/USDT,-0.622
01-May-2022 18:19:44.733160,BUY_SELL_SELL, MITH/USDT,MITH/BTC,BTC/USDT,-0.67
01-May-2022 18:19:47.632288,BUY_BUY_SELL, BTC/USDT,BCH/BTC,BCH/USDT,-0.131
01-May-2022 18:19:50.575782,BUY_SELL_SELL, BCH/USDT,BCH/BTC,BTC/USDT,-0.042
01-May-2022 18:19:53.454409,BUY_BUY_SELL, BTC/USDT,BCH/BTC,BCH/USDT,-0.023
01-May-2022 18:19:56.332268,BUY_SELL_SELL, BCH/USDT,BCH/BTC,BTC/USDT,-0.101
01-May-2022 18:19:59.214362,BUY_BUY_SELL, BTC/USDT,BSV/BTC,BSV/USDT,-100.0
01-May-2022 18:20:02.110751,BUY_SELL_SELL, BSV/USDT,BSV/BTC,BTC/USDT,-100.0
01-May-2022 18:20:05.000286,BUY_BUY_SELL, BTC/USDT,REN/BTC,REN/USDT,-0.228
01-May-2022 18:20:10.016290,BUY_SELL_SELL, REN/USDT,REN/BTC,BTC/USDT,-0.077
01-May-2022 18:20:12.904816,BUY_BUY_SELL, BTC/USDT,BTT/BTC,BTT/USDT,-100.0
01-May-2022 18:20:16.747772,BUY_SELL_SELL, BTT/USDT,BTT/BTC,BTC/USDT,-100.0
01-May-2022 18:20:20.570742,BUY_BUY_SELL, BTC/USDT,ONG/BTC,ONG/USDT,-0.06
01-May-2022 18:20:23.456376,BUY_SELL_SELL, ONG/USDT,ONG/BTC,BTC/USDT,0.025
01-May-2022 18:20:27.295357,BUY_BUY_SELL, BTC/USDT,FET/BTC,FET/USDT,-0.149
01-May-2022 18:20:30.204233,BUY_SELL_SELL, FET/USDT,FET/BTC,BTC/USDT,-0.008
01-May-2022 18:20:33.131882,BUY_BUY_SELL, BTC/USDT,CELR/BTC,CELR/USDT,-0.375
01-May-2022 18:20:36.010275,BUY_SELL_SELL, CELR/USDT,CELR/BTC,BTC/USDT,-0.717
01-May-2022 18:20:38.920162,BUY_BUY_SELL, BTC/USDT,MATIC/BTC,MATIC/USDT,-0.075
01-May-2022 18:20:41.820115,BUY_SELL_SELL, MATIC/USDT,MATIC/BTC,BTC/USDT,0.026
01-May-2022 18:20:44.702407,BUY_BUY_SELL, BTC/USDT,ATOM/BTC,ATOM/USDT,-0.022
01-May-2022 18:20:47.597086,BUY_SELL_SELL, ATOM/USDT,ATOM/BTC,BTC/USDT,0.023
01-May-2022 18:20:50.474317,BUY_BUY_SELL, BTC/USDT,TFUEL/BTC,TFUEL/USDT,-0.208
01-May-2022 20:02:05.120013,BUY_SELL_SELL, TFUEL/USDT,TFUEL/BTC,BTC/USDT,-0.247
