combination_ID,date,arbitrage_type,pair_1,price_1,amount_1,pair_2,price_2,amount_2,pair_3,price_3,amount_3,initial_amount,OP_return,Profitable,exe_time,executed_return,tri_id
USDT_BTC_LTC,09-Apr-2023 22:22:54.529199,BUY_BUY_SELL, BTC/USDT, 28106.0, 0.000532626485447947,LTC/BTC, 0.0032067, 0.16576581297815546, LTC/USDT, 90.082, 0.16576581297815546,15, 14.902650932768802, False,0.7681574821472168,,BBS_BTC/USDT_LTC/BTC_LTC/USDT
USDT_BTC_LTC,09-Apr-2023 22:22:55.289905,BUY_SELL_SELL, LTC/USDT, 90.106, 0.16613766008922826,LTC/BTC, 0.0032056, 0.16613766008922826, BTC/USDT, 28098.0, 0.0005315057414156661,15, 14.904845093252792, False,0.7567088603973389,,BSS_LTC/USDT_LTC/BTC_BTC/USDT
USDT_BTC_SOL,09-Apr-2023 22:22:56.166158,BUY_BUY_SELL, BTC/USDT, 28106.0, 0.000532626485447947,SOL/BTC, 0.0007207, 0.7375624149813392, SOL/USDT, 20.216, 0.7375624149813392,15, 14.88074065770023, False,0.8732736110687256,,BBS_BTC/USDT_SOL/BTC_SOL/USDT
USDT_BTC_SOL,09-Apr-2023 22:22:56.915605,BUY_SELL_SELL, SOL/USDT, 20.233, 0.7398803934166955,SOL/BTC, 0.00071929, 0.7398803934166955, BTC/USDT, 28102.0, 0.0005311241910443336,15, 14.895800712694406, False,0.7474370002746582,,BSS_SOL/USDT_SOL/BTC_BTC/USDT
USDT_TRY_BTC,09-Apr-2023 22:22:57.608868,BUY_BUY_SELL, TRY/USDT, 0.052222, 286.6727729719101,BTC/TRY, 560230.0, 0.0005106820902592976, BTC/USDT, 28102.0, 0.0005106820902592976,15.0, 14.322485724265846, False,0.6942615509033203,,BBS_TRY/USDT_BTC/TRY_BTC/USDT
USDT_TRY_BTC,09-Apr-2023 22:22:58.364518,BUY_SELL_SELL, BTC/USDT, 28105.0, 0.0005326454367550258,BTC/TRY, 535900.0, 0.0005326454367550258, TRY/USDT, 0.050586, 284.8738001779043,15, 14.383363672826619, False,0.754652738571167,,BSS_BTC/USDT_BTC/TRY_TRY/USDT
USDT_BTC_CHSB,09-Apr-2023 22:22:59.225306,BUY_BUY_SELL, BTC/USDT, 28106.0, 0.000532626485447947,CHSB/BTC, 6.69e-06, 79.4560885615921, CHSB/USDT, 0.18531, 79.4560885615921,15, 14.694559755805935, False,0.8558125495910645,,BBS_BTC/USDT_CHSB/BTC_CHSB/USDT
USDT_BTC_CHSB,09-Apr-2023 22:22:59.904937,BUY_SELL_SELL, CHSB/USDT, 0.18673, 80.16922829754189,CHSB/BTC, 6.61e-06, 80.16922829754189, BTC/USDT, 28102.0, 0.0005288587618486585,15, 14.83226494762006, False,0.6785976886749268,,BSS_CHSB/USDT_CHSB/BTC_BTC/USDT
USDT_EURT_BTC,09-Apr-2023 22:23:00.794770,BUY_BUY_SELL, EURT/USDT, 1.0918, 13.711302436343653,BTC/EURT, 25832.0, 0.0005297259148138342, BTC/USDT, 28102.0, 0.0005297259148138342,15, 14.85658494278217, False,0.8901536464691162,,BBS_EURT/USDT_BTC/EURT_BTC/USDT
USDT_EURT_BTC,09-Apr-2023 22:23:01.488768,BUY_SELL_SELL, BTC/USDT, 28106.0, 0.000532626485447947,BTC/EURT, 25777.0, 0.000532626485447947, EURT/USDT, 1.0883, 13.702053889560949,15, 14.882121357513162, False,0.6919970512390137,,BSS_BTC/USDT_BTC/EURT_EURT/USDT
