USDT/TUSD/BTC,10-May-2022 00:31:03.900347,BUY_BUY_SELL, TUSD/USDT, 1.0002, 100,BTC/TUSD, 30957.08, 99.980004, BTC/USDT, 31068.64, 0.0032264,100, 100.13962024, True,-0.37439632415771484
USDT/TUSD/BTC,10-May-2022 00:31:04.226283,BUY_SELL_SELL, BTC/USDT, 31071.41, 100,BTC/TUSD, 31089.05, 0.00321517, TUSD/USDT, 1.0003, 99.85662431,100, 99.8865813, False,-0.32294511795043945
USDT/TUSD/ETH,10-May-2022 00:31:04.547489,BUY_BUY_SELL, TUSD/USDT, 1.0002, 100,ETH/TUSD, 2286.59, 99.980004, ETH/USDT, 2300.08, 0.04368078,100, 100.36881917, True,-0.320209264755249
USDT/TUSD/ETH,10-May-2022 00:31:04.874333,BUY_SELL_SELL, ETH/USDT, 2300.26, 100,ETH/TUSD, 2302.18, 0.04342988, TUSD/USDT, 1.0003, 99.88341774,100, 99.91338277, False,-0.32485008239746094
USDT/TUSD/BNB,10-May-2022 00:31:05.226128,BUY_BUY_SELL, TUSD/USDT, 1.0002, 100,BNB/TUSD, 309.7, 99.980004, BNB/USDT, 310.5, 0.32250573,100, 100.03789113, True,-0.35082530975341797
USDT/TUSD/BNB,10-May-2022 00:31:05.575034,BUY_SELL_SELL, BNB/USDT, 310.4, 100,BNB/TUSD, 310.7, 0.32184279, TUSD/USDT, 1.0003, 99.8965583,100, 99.92652727, False,-0.3468818664550781
USDT/TUSD/XRP,10-May-2022 00:31:05.909447,BUY_BUY_SELL, TUSD/USDT, 1.0002, 100,XRP/TUSD, 0.5067, 99.980004, XRP/USDT, 0.5079, 197.11865798,100, 100.01644982, True,-0.3344132900238037
USDT/TUSD/XRP,10-May-2022 00:31:06.240589,BUY_SELL_SELL, XRP/USDT, 0.5078, 100,XRP/TUSD, 0.5085, 196.73099646, TUSD/USDT, 1.0003, 99.93767399,100, 99.96765529, False,-0.3291480541229248
USDT/TUSD/ADA,10-May-2022 00:31:06.562473,BUY_BUY_SELL, TUSD/USDT, 1.0002, 100,ADA/TUSD, 0.6359, 99.980004, ADA/USDT, 0.6376, 157.06875923,100, 100.04689385, True,-0.32088756561279297
USDT/TUSD/ADA,10-May-2022 00:31:06.903872,BUY_SELL_SELL, ADA/USDT, 0.6372, 100,ADA/TUSD, 0.6385, 156.77966101, TUSD/USDT, 1.0003, 100.00370974,100, 100.03371085, True,-0.3395552635192871
USDT/TUSD/TRX,10-May-2022 00:31:07.213141,BUY_BUY_SELL, TUSD/USDT, 1.0002, 60.9561888,TRX/TUSD, 0.07618, 60.943999999999996, TRX/USDT, 0.07622, 799.2,60.9561888, 60.85410898, False,-0.30771803855895996
USDT/TUSD/TRX,10-May-2022 00:31:07.539215,BUY_SELL_SELL, TRX/USDT, 0.0762, 4.6469808,TRX/TUSD, 0.07623, 60.984, TUSD/USDT, 1.0003, 4.64416151,4.6469808, 4.64555476, False,-0.3240787982940674
USDT/TRX/WIN,10-May-2022 00:31:07.866574,BUY_BUY_SELL, TRX/USDT, 0.0762, 0.05116175,WIN/TRX, 0.002722, 0.67141408, WIN/USDT, 0.0002069, 246.66204199999999,0.05116175, 0.05098335, False,-0.325364351272583
USDT/TRX/WIN,10-May-2022 00:31:08.182995,BUY_SELL_SELL, WIN/USDT, 0.0002067, 0.03184933,WIN/TRX, 0.002732, 154.0848, TRX/USDT, 0.0762, 0.42053871,0.03184933, 0.032013, False,-0.31542372703552246
USDT/USDC/BNB,10-May-2022 00:31:08.493083,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,BNB/USDC, 310.1, 99.980004, BNB/USDT, 310.4, 0.32208973,100, 99.87667554, False,-0.3089895248413086
USDT/USDC/BNB,10-May-2022 00:31:08.800723,BUY_SELL_SELL, BNB/USDT, 310.3, 100,BNB/USDC, 310.5, 0.3219465, USDC/USDT, 1.0003, 99.86442386,100, 99.89438319, False,-0.30626583099365234
USDT/USDC/BTC,10-May-2022 00:31:09.110613,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,BTC/USDC, 31051.89, 99.980004, BTC/USDT, 31061.67, 0.00321655,100, 99.81150323, False,-0.3089272975921631
USDT/USDC/BTC,10-May-2022 00:31:09.436090,BUY_SELL_SELL, BTC/USDT, 31063.23, 100,BTC/USDC, 31056.22, 0.00321602, USDC/USDT, 1.0003, 99.77754722,100, 99.80748048, False,-0.3245120048522949
USDT/USDC/ETH,10-May-2022 00:31:09.758637,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,ETH/USDC, 2298.61, 99.980004, ETH/USDT, 2300.13, 0.04345235,100, 99.84610776, False,-0.320554256439209
USDT/USDC/ETH,10-May-2022 00:31:10.065195,BUY_SELL_SELL, ETH/USDT, 2300.37, 100,ETH/USDC, 2300.47, 0.0434278, USDC/USDT, 1.0003, 99.80444672,100, 99.83438805, False,-0.30559301376342773
USDT/USDC/XRP,10-May-2022 00:31:10.387675,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,XRP/USDC, 0.5075, 99.980004, XRP/USDT, 0.5079, 196.80792906,100, 99.85878842, False,-0.3204843997955322
USDT/USDC/XRP,10-May-2022 00:31:10.703802,BUY_SELL_SELL, XRP/USDT, 0.5078, 100,XRP/USDC, 0.5081, 196.73099646, USDC/USDT, 1.0003, 99.85906028,100, 99.889018, False,-0.31516122817993164
USDT/USDC/EOS,10-May-2022 00:31:11.063930,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,EOS/USDC, 1.773, 99.980004, EOS/USDT, 1.777, 56.33391088,100, 100.00525427, False,-0.3312661647796631
USDT/USDC/EOS,10-May-2022 00:31:11.394162,BUY_SELL_SELL, EOS/USDT, 1.776, 100,EOS/USDC, 1.779, 56.25, USDC/USDT, 1.0003, 99.96868125,100, 99.99867185, False,-0.32923436164855957
USDT/USDC/LINK,10-May-2022 00:31:11.706110,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,LINK/USDC, 8.71, 99.980004, LINK/USDT, 8.74, 11.46728175,100, 100.12381846, True,-0.3115386962890625
USDT/USDC/LINK,10-May-2022 00:31:12.029057,BUY_SELL_SELL, LINK/USDT, 8.73, 100,LINK/USDC, 8.76, 11.44329897, USDC/USDT, 1.0003, 100.14305568,100, 100.1730986, True,-0.32248687744140625
USDT/USDC/LTC,10-May-2022 00:31:12.351445,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,LTC/USDC, 80.3, 99.980004, LTC/USDT, 80.5, 1.24383592,100, 100.02866277, True,-0.3207886219024658
USDT/USDC/LTC,10-May-2022 00:31:12.656512,BUY_SELL_SELL, LTC/USDT, 80.4, 100,LTC/USDC, 80.5, 1.24253731, USDC/USDT, 1.0003, 99.92422921,100, 99.95420648, False,-0.3035705089569092
USDT/USDC/TRX,10-May-2022 00:31:12.970890,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,TRX/USDC, 0.076, 99.980004, TRX/USDT, 0.07617, 1314.21084205,100, 100.0033364, False,-0.3134124279022217
USDT/USDC/TRX,10-May-2022 00:31:13.281600,BUY_SELL_SELL, TRX/USDT, 0.07615, 37.10130681,TRX/USDC, 0.07622, 487.21348399999994, USDC/USDT, 1.0003, 37.09827634,37.10130681, 37.10940582, False,-0.30974435806274414
USDT/USDC/ZEC,10-May-2022 00:31:13.593473,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,ZEC/USDC, 98.4, 99.980004, ZEC/USDT, 98.7, 1.01504089,100, 100.0843513, True,-0.31087446212768555
USDT/USDC/ZEC,10-May-2022 00:31:13.918492,BUY_SELL_SELL, ZEC/USDT, 98.6, 100,ZEC/USDC, 99.0, 1.01318458, USDC/USDT, 1.0003, 100.20496815,100, 100.23502964, True,-0.32436394691467285
USDT/USDC/ADA,10-May-2022 00:31:14.249881,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,ADA/USDC, 0.6365, 99.980004, ADA/USDT, 0.6369, 156.92069755,100, 99.84284948, False,-0.32947850227355957
USDT/USDC/ADA,10-May-2022 00:31:14.570737,BUY_SELL_SELL, ADA/USDT, 0.6366, 57.69561184,ADA/USDC, 0.6369, 90.63087000000002, USDC/USDT, 1.0003, 57.6650783,57.69561184, 57.68237782, False,-0.3198866844177246
USDT/USDC/ATOM,10-May-2022 00:31:14.900301,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,ATOM/USDC, 13.74, 99.980004, ATOM/USDT, 13.76, 7.2692885,100, 99.92538435, False,-0.3285684585571289
USDT/USDC/ATOM,10-May-2022 00:31:15.222039,BUY_SELL_SELL, ATOM/USDT, 13.75, 100,ATOM/USDC, 13.77, 7.26545454, USDC/USDT, 1.0003, 99.94526371,100, 99.97524729, False,-0.3207418918609619
USDT/USDC/WIN,10-May-2022 00:31:15.632100,BUY_BUY_SELL, USDC/USDT, 1.0002, 0.31867772,WIN/USDC, 0.0002061, 0.318614, WIN/USDT, 0.000207, 1545.9194699999998,0.31867772, 0.31968532, False,-0.4078681468963623
USDT/USDC/BCH,10-May-2022 00:31:16.303090,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,BCH/USDC, 230.0, 99.980004, BCH/USDT, 230.6, 0.43426097,100, 100.0404391, True,-0.3238205909729004
USDT/USDC/BCH,10-May-2022 00:31:16.625230,BUY_SELL_SELL, BCH/USDT, 230.5, 100,BCH/USDC, 231.0, 0.43340564, USDC/USDT, 1.0003, 100.01658614,100, 100.04659112, True,-0.321058988571167
USDT/USDC/SOL,10-May-2022 00:31:16.959849,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,SOL/USDC, 66.59, 99.980004, SOL/USDT, 66.72, 1.49992527,100, 99.974939, False,-0.33307886123657227
USDT/USDC/SOL,10-May-2022 00:31:17.385961,BUY_SELL_SELL, SOL/USDT, 66.71, 100,SOL/USDC, 66.74, 1.4975266, USDC/USDT, 1.0003, 99.84498035,100, 99.87493384, False,-0.4238920211791992
USDT/USDC/AUD,10-May-2022 00:31:17.752374,BUY_BUY_SELL, USDC/USDT, 1.0002, 100,AUD/USDC, 0.6913, 99.980004, AUD/USDT, 0.6935, 144.48144655,100, 100.0976853, True,-0.36442136764526367
USDT/USDC/AUD,10-May-2022 00:31:18.087788,BUY_SELL_SELL, AUD/USDT, 0.6934, 100,AUD/USDC, 0.6941, 144.07268532, USDC/USDT, 1.0003, 99.90085003,100, 99.93082029, False,-0.33330607414245605
USDT/USDC/BTTC,10-May-2022 00:31:18.421774,BUY_BUY_SELL, USDC/USDT, 1.0002, 0.06690498,BTTC/USDC, 1.44e-06, 0.0668916, BTTC/USDT, 1.45e-06, 46452.502443900004,0.06690498, 0.06728877, False,-0.3329885005950928
USDT/USDC/BTTC,10-May-2022 00:31:18.727866,BUY_SELL_SELL, BTTC/USDT, 1.44e-06, 0.0013445,BTTC/USDC, 1.45e-06, 933.6799646500001, USDC/USDT, 1.0003, 0.00135249,0.0013445, 0.0013529, False,-0.30509424209594727
USDT/DOGE/SHIB,10-May-2022 00:31:19.036622,BUY_BUY_SELL, DOGE/USDT, 0.1092, 0.11579813,SHIB/DOGE, 0.0001385, 1.0604224, SHIB/USDT, 1.514e-05, 7656.47943776,0.11579813, 0.11580318, False,-0.3077549934387207
USDT/DOGE/SHIB,10-May-2022 00:31:19.379541,BUY_SELL_SELL, SHIB/USDT, 1.514e-05, 0.37940773,SHIB/DOGE, 0.0001386, 25059.955536, DOGE/USDT, 0.1093, 3.46983653,0.37940773, 0.37887388, False,-0.3419532775878906
USDT/BUSD/BNB,10-May-2022 00:31:19.686933,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,BNB/BUSD, 310.3, 99.990001, BNB/USDT, 310.4, 0.32191431,100, 99.82227962, False,-0.30542898178100586
USDT/BUSD/BNB,10-May-2022 00:31:20.011406,BUY_SELL_SELL, BNB/USDT, 310.4, 100,BNB/BUSD, 310.4, 0.32184279, BUSD/USDT, 1.0002, 99.80010202,100, 99.82006204, False,-0.3235044479370117
USDT/BUSD/BTC,10-May-2022 00:31:20.328463,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,BTC/BUSD, 31077.37, 99.990001, BTC/USDT, 31086.63, 0.00321423,100, 99.81965916, False,-0.3150634765625
USDT/BUSD/BTC,10-May-2022 00:31:20.636004,BUY_SELL_SELL, BTC/USDT, 31088.63, 100,BTC/BUSD, 31081.65, 0.00321339, BUSD/USDT, 1.0002, 99.77758583,100, 99.79754135, False,-0.30654478073120117
USDT/BUSD/XRP,10-May-2022 00:31:20.956956,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,XRP/BUSD, 0.508, 99.990001, XRP/USDT, 0.5084, 196.63387992,100, 99.86869589, False,-0.3199481964111328
USDT/BUSD/XRP,10-May-2022 00:31:21.291774,BUY_SELL_SELL, XRP/USDT, 0.5083, 100,XRP/BUSD, 0.5082, 196.53747787, BUSD/USDT, 1.0002, 99.7804659,100, 99.80042199, False,-0.33382153511047363
USDT/BUSD/ETH,10-May-2022 00:31:21.615254,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,ETH/BUSD, 2300.88, 99.990001, ETH/USDT, 2301.41, 0.04341383,100, 99.81310948, False,-0.32248377799987793
USDT/BUSD/ETH,10-May-2022 00:31:21.921166,BUY_SELL_SELL, ETH/USDT, 2301.4, 100,ETH/BUSD, 2300.89, 0.04340836, BUSD/USDT, 1.0002, 99.77798358,100, 99.79793918, False,-0.3049163818359375
USDT/BUSD/LTC,10-May-2022 00:31:22.243152,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,LTC/BUSD, 80.4, 99.990001, LTC/USDT, 80.5, 1.24241307,100, 99.91423789, False,-0.32102060317993164
USDT/BUSD/LTC,10-May-2022 00:31:23.507590,BUY_SELL_SELL, LTC/USDT, 80.4, 100,LTC/BUSD, 80.5, 1.24253731, BUSD/USDT, 1.0002, 99.92422921,100, 99.94421406, False,-1.2613303661346436
USDT/BUSD/LINK,10-May-2022 00:31:23.818316,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,LINK/BUSD, 8.74, 99.990001, LINK/USDT, 8.75, 11.42906305,100, 99.90429739, False,-0.30972933769226074
USDT/BUSD/LINK,10-May-2022 00:31:24.130398,BUY_SELL_SELL, LINK/USDT, 8.74, 100,LINK/BUSD, 8.75, 11.43020595, BUSD/USDT, 1.0002, 99.91428776,100, 99.93427062, False,-0.3121469020843506
USDT/BUSD/ETC,10-May-2022 00:31:24.441938,BUY_BUY_SELL, BUSD/USDT, 1.0001, 100,ETC/BUSD, 23.91, 99.990001, ETC/USDT, 23.94, 4.17775036,100, 99.91532828, False,-0.30954408645629883
USDT/BUSD/ETC,10-May-2022 00:31:24.976999,BUY_SELL_SELL, ETC/USDT, 23.93, 100,ETC/BUSD, 23.95, 4.17467614, BUSD/USDT, 1.0002, 99.88351006,100, 99.90348676, False,-0.5350582599639893
